state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,recharge_total,minutes_total,calls_total,rechargesPerMinute,plan,churn,prob,cluster
WI,77,area_code_408,0,0,0,168.1,83,28.58,202.0,91,17.17,173.2,91,7.79,10.0,3,2.7,3,56.24,553.3,271,0.1016446773902042,Nenhum,0,0.02128380616115087,1
NH,125,area_code_415,0,1,25,190.1,133,32.32,181.1,61,15.39,104.0,110,4.68,12.5,3,3.38,2,55.77,487.7,309,0.1143530859134714,Apenas Correio de Voz,0,0.02139609412712142,2
OR,88,area_code_408,0,0,0,192.6,96,32.74,184.0,92,15.64,173.6,113,7.81,8.8,6,2.38,2,58.57000000000001,559.0,309,0.1047763864042933,Nenhum,0,0.021287509175481743,1
WI,89,area_code_408,0,0,0,234.8,95,39.92,109.7,87,9.32,180.3,99,8.11,10.4,2,2.81,0,60.16,535.1999999999999,283,0.112406576980568,Nenhum,0,0.021720300967390076,1
ID,40,area_code_510,0,0,0,146.4,105,24.89,196.4,143,16.69,235.6,123,10.6,9.4,3,2.54,3,54.72,587.8,377,0.0930928887376658,Nenhum,0,0.021281831075580158,0
KS,124,area_code_510,0,0,0,247.2,84,42.02,161.9,130,13.76,170.3,73,7.66,6.1,6,1.65,1,65.09,585.5000000000001,294,0.1111699402220324,Nenhum,0,0.021284543073476422,1
WY,117,area_code_415,0,0,0,234.8,118,39.92,211.7,112,17.99,147.0,97,6.61,7.5,3,2.03,2,66.55,601.0,332,0.1107321131447587,Nenhum,0,0.0212818681105695,1
MT,83,area_code_408,0,0,0,185.9,115,31.6,232.5,98,19.76,205.2,124,9.23,10.2,2,2.75,2,63.34,633.8,341,0.0999368886083938,Nenhum,0,0.021598167508848264,1
ID,7,area_code_408,0,0,0,98.5,85,16.75,200.3,80,17.03,252.3,68,11.35,12.0,7,3.24,2,48.370000000000005,563.1,242,0.0858994849937844,Nenhum,0,0.02149376557496623,0
TX,104,area_code_415,0,0,0,304.0,141,51.68,264.1,127,22.45,138.1,104,6.21,7.2,4,1.94,0,82.27999999999999,713.4000000000001,376,0.1153350154191196,Nenhum,1,0.9694278037827617,3
WV,128,area_code_415,0,0,0,140.3,108,23.85,235.3,111,20.0,200.8,57,9.04,11.8,6,3.19,1,56.08,588.2,283,0.0953417205032301,Nenhum,0,0.02140932749554501,0
NY,76,area_code_415,0,0,0,201.5,127,34.26,155.2,91,13.19,249.6,103,11.23,8.6,1,2.32,2,60.99999999999999,614.9,324,0.0992031224589364,Nenhum,0,0.02128740783629411,1
NJ,135,area_code_415,0,0,0,191.7,125,32.59,284.2,100,24.16,211.7,87,9.53,12.5,2,3.38,0,69.66,700.0999999999999,314,0.0995000714183688,Nenhum,0,0.021366091951682167,1
KS,59,area_code_510,0,1,45,71.2,113,12.1,233.7,95,19.86,139.3,129,6.27,14.0,12,3.78,1,42.010000000000005,458.2,350,0.0916848537756438,Apenas Correio de Voz,0,0.0212823411602151,2
IA,111,area_code_510,0,1,33,168.1,97,28.58,204.0,88,17.34,260.9,97,11.74,15.1,3,4.08,1,61.74,648.1,286,0.0952630766856966,Apenas Correio de Voz,0,0.02131242615048471,2
MS,110,area_code_415,0,0,0,178.4,110,30.33,179.1,116,15.22,228.1,99,10.26,6.5,4,1.76,1,57.56999999999999,592.1,330,0.0972301976017564,Nenhum,0,0.021518482844227388,1
MI,173,area_code_415,1,1,18,127.2,89,21.62,130.7,114,11.11,229.7,115,10.34,11.2,5,3.02,2,46.09000000000001,498.8,325,0.092401764234162,Ambos,0,0.021311302564393807,0
DE,60,area_code_510,0,0,0,230.7,66,39.22,165.4,65,14.06,309.1,139,13.91,13.3,10,3.59,1,70.78,718.5,281,0.0985107863604732,Nenhum,0,0.02128187251501059,1
IL,117,area_code_408,0,0,0,228.3,84,38.81,152.6,92,12.97,309.7,101,13.94,3.7,3,1.0,3,66.72,694.3,283,0.0960967881319314,Nenhum,0,0.021282447708287088,1
VA,54,area_code_408,0,0,0,197.7,84,33.61,221.3,89,18.81,189.4,109,8.52,7.8,3,2.11,2,63.05,616.1999999999999,287,0.1023206751054852,Nenhum,0,0.02130104090238454,1
IN,76,area_code_415,0,1,35,273.7,94,46.53,153.3,101,13.03,259.0,109,11.66,3.8,3,1.03,0,72.25,689.8,307,0.1047405044940562,Apenas Correio de Voz,0,0.02128657282628996,2
ME,167,area_code_510,0,1,30,195.8,118,33.29,166.4,109,14.14,297.4,84,13.38,11.7,2,3.16,0,63.97,671.3000000000001,313,0.0952927156263965,Apenas Correio de Voz,0,0.02128346407022159,2
TN,98,area_code_415,0,0,0,190.5,106,32.39,164.2,92,13.96,110.8,88,4.99,11.4,5,3.08,2,54.42,476.9,293,0.1141119731599916,Nenhum,0,0.02128279153758076,1
WV,74,area_code_408,0,0,0,176.1,79,29.94,208.3,105,17.71,237.5,86,10.69,16.1,4,4.35,4,62.690000000000005,638.0,278,0.0982601880877743,Nenhum,0,0.021441523404214763,1
TX,112,area_code_415,0,0,0,210.4,78,35.77,172.4,75,14.65,240.0,105,10.8,11.7,3,3.16,2,64.38,634.5,263,0.1014657210401891,Nenhum,0,0.02128304148318734,1
MT,138,area_code_415,0,1,28,151.0,59,25.67,269.5,122,22.91,179.4,116,8.07,8.9,9,2.4,0,59.05,608.8,306,0.0969940867279895,Apenas Correio de Voz,0,0.021447774402957368,2
AL,65,area_code_415,0,0,0,144.3,109,24.53,331.3,89,28.16,155.3,69,6.99,11.8,15,3.19,3,62.87,642.7,285,0.0978216897463824,Nenhum,0,0.021282385801364764,1
FL,194,area_code_408,0,1,42,203.7,109,34.63,192.9,125,16.4,318.0,81,14.31,10.8,16,2.92,3,68.26,725.4,334,0.0940998070030328,Apenas Correio de Voz,0,0.021498714893767618,2
KY,131,area_code_415,0,0,0,210.1,97,35.72,177.3,96,15.07,130.2,136,5.86,13.3,1,3.59,0,60.24,530.8999999999999,330,0.1134676963646637,Nenhum,1,0.8515721559432784,3
PA,54,area_code_415,0,0,0,230.2,89,39.13,148.7,110,12.64,255.6,139,11.5,8.1,3,2.19,4,65.46000000000001,642.6,345,0.1018674136321195,Nenhum,0,0.021286612164173956,1
OH,78,area_code_415,0,1,27,121.9,88,20.72,225.4,75,19.16,90.8,118,4.09,13.0,4,3.51,3,47.48,451.1,288,0.1052538239858124,Apenas Correio de Voz,0,0.02143469890039148,2
NY,115,area_code_408,0,1,30,181.2,65,30.8,193.2,62,16.42,153.2,92,6.89,9.9,6,2.67,2,56.78,537.4999999999999,227,0.1056372093023256,Apenas Correio de Voz,0,0.021281849199559423,2
ID,99,area_code_415,0,0,0,201.5,103,34.26,124.2,120,10.56,239.9,56,10.8,11.5,3,3.11,0,58.73,577.1,282,0.1017674579795529,Nenhum,0,0.02128764025737005,1
NJ,120,area_code_415,0,0,0,146.0,58,24.82,208.7,103,17.74,215.5,91,9.7,11.9,2,3.21,0,55.470000000000006,582.1,254,0.095292904999141,Nenhum,0,0.022563465097064514,0
CA,112,area_code_415,0,0,0,105.3,101,17.9,187.2,92,15.91,206.4,101,9.29,11.1,2,3.0,4,46.1,510.0,300,0.0903921568627451,Nenhum,1,0.9694535331179981,3
NM,1,area_code_510,0,1,26,69.7,84,11.85,250.4,79,21.28,230.2,122,10.36,8.3,3,2.24,2,45.73,558.5999999999999,290,0.0818653777300394,Apenas Correio de Voz,0,0.021646868231262866,2
VA,94,area_code_415,0,0,0,208.1,72,35.38,188.0,79,15.98,162.0,96,7.29,4.6,5,1.24,2,59.89,562.7,254,0.1064332681713168,Nenhum,0,0.02153332457636826,1
UT,94,area_code_415,0,0,0,183.1,109,31.13,199.4,109,16.95,214.1,71,9.63,13.9,4,3.75,0,61.46,610.5,293,0.1006715806715806,Nenhum,0,0.022482704217001964,1
MO,178,area_code_408,0,1,32,148.7,95,25.28,198.6,55,16.88,187.0,113,8.41,10.4,7,2.81,6,53.38,544.6999999999999,276,0.0979988984762254,Apenas Correio de Voz,1,0.9692478649280861,3
WV,136,area_code_510,0,0,0,240.1,121,40.82,271.2,123,23.05,132.7,98,5.97,17.2,4,4.64,0,74.48,661.2,346,0.1126436781609195,Nenhum,1,0.969025649901208,3
ND,86,area_code_415,0,1,25,126.4,97,21.49,189.7,118,16.12,233.6,97,10.51,12.0,2,3.24,1,51.36,561.7,315,0.0914367099875378,Apenas Correio de Voz,0,0.021475677158694008,2
MO,87,area_code_408,0,0,0,156.0,70,26.52,160.5,89,13.64,206.6,112,9.3,7.1,3,1.92,4,51.38,530.2,278,0.0969068276122217,Nenhum,1,0.9691903969765248,3
KS,18,area_code_510,0,0,0,180.2,115,30.63,83.4,114,7.09,245.3,111,11.04,11.9,6,3.21,1,51.97,520.8000000000001,347,0.0997887864823348,Nenhum,0,0.021282573279168597,0
CO,49,area_code_415,0,0,0,172.0,142,29.24,224.0,100,19.04,177.3,86,7.98,7.4,1,2.0,0,58.260000000000005,580.6999999999999,329,0.1003271913208197,Nenhum,0,0.021282429496509467,1
OH,20,area_code_415,0,1,27,231.6,105,39.37,223.3,120,18.98,212.0,99,9.54,8.9,4,2.4,1,70.28999999999999,675.8,329,0.1040100621485646,Apenas Correio de Voz,0,0.02132108483454876,2
IN,131,area_code_415,0,1,29,42.1,114,7.16,183.3,70,15.58,158.7,82,7.14,10.0,1,2.7,0,32.580000000000005,394.1,267,0.0826693732555189,Apenas Correio de Voz,0,0.021294542737621887,0
NE,11,area_code_415,0,0,0,136.6,111,23.22,80.6,78,6.85,201.7,77,9.08,9.9,4,2.67,0,41.82,428.8,270,0.0975279850746268,Nenhum,0,0.021281941726736253,0
OK,99,area_code_408,0,0,0,155.6,90,26.45,240.1,117,20.41,230.8,88,10.39,10.8,4,2.92,3,60.17,637.3,302,0.0944139337831476,Nenhum,0,0.021387312518969456,1
ID,61,area_code_415,0,0,0,234.6,126,39.88,200.7,76,17.06,171.1,81,7.7,8.1,2,2.19,0,66.83,614.5,285,0.1087550854353132,Nenhum,0,0.02201395365615715,1
DE,137,area_code_415,0,0,0,115.5,101,19.64,226.2,81,19.23,179.1,123,8.06,13.6,4,3.67,0,50.60000000000001,534.4,309,0.0946856287425149,Nenhum,0,0.021302217849681004,0
WA,49,area_code_510,0,1,42,159.0,67,27.03,126.3,125,10.74,206.8,88,9.31,7.4,3,2.0,2,49.080000000000005,499.5,285,0.0982582582582582,Apenas Correio de Voz,0,0.07292191245557385,2
MA,83,area_code_408,0,0,0,286.6,114,48.72,101.0,138,8.59,199.6,146,8.98,13.2,4,3.56,1,69.85000000000001,600.4000000000001,403,0.1163391072618254,Nenhum,0,0.021281489649769978,1
MA,192,area_code_510,0,0,0,174.5,83,29.67,232.7,102,19.78,101.5,68,4.57,12.4,4,3.35,1,57.370000000000005,521.1,258,0.1100940318556898,Nenhum,0,0.021373532223065365,1
FL,105,area_code_408,0,0,0,181.9,70,30.92,233.5,83,19.85,194.6,80,8.76,8.1,9,2.19,1,61.72,618.1,243,0.099854392493124,Nenhum,0,0.021297970686668277,1
AR,124,area_code_408,0,0,0,192.6,108,32.74,223.3,106,18.98,187.0,84,8.41,4.2,2,1.13,1,61.26,607.1,301,0.1009059463020919,Nenhum,0,0.021296010183468408,1
AR,90,area_code_408,0,0,0,235.0,77,39.95,267.3,94,22.72,222.1,119,9.99,5.3,4,1.43,3,74.09,729.6999999999999,297,0.1015348773468548,Nenhum,1,0.9435708747508509,3
AL,111,area_code_415,0,0,0,187.8,107,31.93,246.0,70,20.91,175.9,88,7.92,10.5,7,2.84,0,63.60000000000001,620.2,272,0.1025475653015156,Nenhum,0,0.021287527653262937,1
CA,135,area_code_408,0,0,0,167.1,105,28.41,131.6,120,11.19,242.6,83,10.92,10.4,2,2.81,3,53.330000000000005,551.6999999999999,313,0.0966648540873663,Nenhum,0,0.021468824266948745,0
RI,121,area_code_415,0,1,22,212.3,107,36.09,238.0,94,20.23,332.8,114,14.98,10.4,2,2.81,1,74.11000000000001,793.5,318,0.093396345305608,Apenas Correio de Voz,0,0.021300106307245763,2
ND,57,area_code_415,1,0,0,227.4,94,38.66,146.4,115,12.44,211.4,92,9.51,8.3,5,2.24,1,62.85,593.5,307,0.1058972198820556,Apenas Internacional,0,0.021457644093428187,1
MT,63,area_code_415,0,0,0,162.5,86,27.63,165.4,112,14.06,163.7,67,7.37,13.4,6,3.62,4,52.67999999999999,505.0,275,0.1043168316831683,Nenhum,1,0.9691760763281293,3
SC,97,area_code_510,0,0,0,164.2,97,27.91,232.2,85,19.74,198.8,118,8.95,6.5,3,1.76,1,58.35999999999999,601.7,304,0.0969918564068472,Nenhum,0,0.021391196814227326,1
VA,93,area_code_510,1,0,0,172.4,133,29.31,205.6,77,17.48,245.8,126,11.06,9.1,9,2.46,1,60.31,632.9,346,0.0952915152472744,Apenas Internacional,0,0.021348432691241773,1
NJ,97,area_code_415,0,0,0,259.6,138,44.13,233.9,91,19.88,140.6,119,6.33,13.0,4,3.51,1,73.85000000000001,647.1,353,0.1141245557100911,Nenhum,0,0.02130090610541291,1
OK,134,area_code_408,0,1,10,159.4,79,27.1,91.0,94,7.74,199.5,137,8.98,10.0,3,2.7,2,46.52000000000001,459.9,315,0.1011524244400957,Apenas Correio de Voz,0,0.021285637444588605,0
ME,57,area_code_510,0,1,37,69.5,94,11.82,220.9,76,18.78,218.5,113,9.83,11.9,3,3.21,0,43.64,520.8,286,0.0837941628264209,Apenas Correio de Voz,0,0.021523438191707777,2
OK,109,area_code_415,1,0,0,166.5,101,28.31,268.4,119,22.81,126.2,112,5.68,10.2,3,2.75,3,59.55,571.3000000000001,338,0.1042359530894451,Apenas Internacional,0,0.022396941148172027,1
IL,66,area_code_415,0,1,21,134.4,110,22.85,136.2,104,11.58,215.6,105,9.7,9.7,4,2.62,3,46.74999999999999,495.9,326,0.0942730389191369,Apenas Correio de Voz,0,0.021288357036434332,0
GA,162,area_code_408,0,1,21,205.2,128,34.88,231.7,128,19.69,180.3,100,8.11,10.6,3,2.86,2,65.54,627.8000000000001,361,0.1043963045555909,Apenas Correio de Voz,0,0.022081759924275086,2
NC,115,area_code_415,0,1,26,132.3,142,22.49,273.4,89,23.24,195.7,77,8.81,14.8,7,4.0,0,58.54,616.1999999999999,315,0.0950016228497241,Apenas Correio de Voz,0,0.02131148467163705,2
HI,132,area_code_415,0,0,0,140.3,144,23.85,294.8,89,25.06,153.5,126,6.91,11.7,4,3.16,2,58.97999999999999,600.3000000000001,365,0.0982508745627186,Nenhum,0,0.02162060618101977,1
OK,152,area_code_415,0,0,0,284.6,113,48.38,141.8,101,12.05,127.4,78,5.73,12.6,5,3.4,0,69.56000000000002,566.4000000000001,297,0.1228107344632768,Nenhum,0,0.021287404130301966,1
DC,86,area_code_415,0,1,29,189.3,107,32.18,221.3,101,18.81,325.6,137,14.65,13.8,3,3.73,1,69.37,750.0,349,0.0924933333333333,Apenas Correio de Voz,0,0.02129483696875924,2
SC,36,area_code_415,0,0,0,184.6,132,31.38,193.7,69,16.46,283.5,83,12.76,5.9,3,1.59,1,62.190000000000005,667.6999999999999,288,0.0931406320203684,Nenhum,0,0.02184256220917368,1
MN,118,area_code_415,0,0,0,161.6,96,27.47,223.9,113,19.03,240.6,137,10.83,6.8,2,1.84,0,59.17,632.9,348,0.0934902828250908,Nenhum,0,0.021293419037726406,1
HI,137,area_code_510,0,1,20,268.5,91,45.65,128.8,121,10.95,146.4,98,6.59,12.7,6,3.43,1,66.62,556.4000000000001,317,0.1197340043134435,Apenas Correio de Voz,0,0.021281497816702723,2
NJ,67,area_code_415,0,0,0,178.0,77,30.26,233.6,88,19.86,175.6,88,7.9,6.3,4,1.7,2,59.720000000000006,593.5,259,0.1006234203875316,Nenhum,0,0.02128506397372984,1
MI,164,area_code_415,0,0,0,215.6,90,36.65,171.6,99,14.59,110.4,105,4.97,11.3,6,3.05,1,59.25999999999999,508.9,301,0.1164472391432501,Nenhum,0,0.021295320679220513,1
UT,180,area_code_510,0,0,0,253.9,69,43.16,184.2,138,15.66,174.3,83,7.84,0.4,7,0.11,1,66.77,612.8000000000001,298,0.1089588772845952,Nenhum,0,0.02144055045081277,1
IA,80,area_code_408,0,1,22,182.8,142,31.08,229.3,111,19.49,313.8,85,14.12,11.3,2,3.05,1,67.74,737.2,341,0.0918882257189365,Apenas Correio de Voz,0,0.021338568194041813,2
CO,126,area_code_415,0,0,0,120.0,82,20.4,213.6,111,18.16,312.9,136,14.08,7.5,6,2.03,1,54.67,654.0,336,0.0835932721712538,Nenhum,0,0.021313048922036816,0
MS,138,area_code_408,0,0,0,138.7,124,23.58,280.3,64,23.83,206.7,98,9.3,10.4,4,2.81,1,59.52,636.1,291,0.0935701933658229,Nenhum,0,0.021793266405961045,1
MA,101,area_code_408,0,0,0,189.0,122,32.13,179.2,91,15.23,186.8,170,8.41,11.1,6,3.0,0,58.77,566.1,389,0.1038155802861685,Nenhum,0,0.021296554791782975,1
NY,147,area_code_408,0,0,0,134.6,91,22.88,175.1,83,14.88,201.1,114,9.05,8.9,3,2.4,0,49.21,519.6999999999999,291,0.0946892437944968,Nenhum,0,0.025316521454705605,0
VA,58,area_code_408,0,0,0,181.4,106,30.84,145.8,77,12.39,200.3,85,9.01,7.9,3,2.13,0,54.370000000000005,535.4,271,0.1015502428091146,Nenhum,0,0.021282556766965187,0
IN,35,area_code_510,0,1,23,194.6,106,33.08,199.8,132,16.98,189.6,88,8.53,10.1,7,2.73,4,61.32,594.1,337,0.1032149469786231,Apenas Correio de Voz,0,0.021503700184710463,2
NH,163,area_code_415,0,1,39,268.1,104,45.58,216.6,65,18.41,359.9,118,16.2,11.4,4,3.08,0,83.27,856.0,291,0.0972780373831775,Apenas Correio de Voz,0,0.02140288794684683,2
IL,103,area_code_408,0,0,0,205.2,74,34.88,200.8,97,17.07,251.1,94,11.3,11.2,1,3.02,1,66.27,668.3000000000001,267,0.0991620529702229,Nenhum,0,0.02475452420106017,1
AK,152,area_code_510,0,0,0,302.8,143,51.48,189.8,69,16.13,214.9,114,9.67,10.9,4,2.94,2,80.22,718.4,332,0.1116648106904231,Nenhum,1,0.969453957391714,3
WV,44,area_code_408,0,0,0,213.2,85,36.24,224.0,128,19.04,137.8,74,6.2,12.5,5,3.38,1,64.86,587.5,293,0.1104,Nenhum,0,0.02133722188906719,1
NH,75,area_code_510,0,0,0,192.0,106,32.64,140.4,97,11.93,190.1,94,8.55,7.6,5,2.05,2,55.17,530.1,304,0.1040747028862478,Nenhum,0,0.02128548932088278,1
NM,103,area_code_408,0,0,0,107.9,111,18.34,166.9,129,14.19,208.5,78,9.38,9.7,3,2.62,1,44.53,493.0,322,0.0903245436105476,Nenhum,0,0.021289745258417266,0
RI,126,area_code_510,0,0,0,181.7,102,30.89,216.3,114,18.39,317.9,83,14.31,12.4,6,3.35,1,66.94,728.3,306,0.0919126733488946,Nenhum,0,0.02218474343209731,1
KS,104,area_code_408,0,0,0,191.8,105,32.61,148.7,96,12.64,234.8,123,10.57,19.3,4,5.21,1,61.03,594.5999999999999,329,0.1026404305415405,Nenhum,0,0.021429189662088958,1
AR,99,area_code_408,0,1,21,180.2,97,30.63,167.7,47,14.25,203.1,84,9.14,14.6,5,3.94,2,57.96,565.6,235,0.1024752475247524,Apenas Correio de Voz,0,0.021333567089011365,2
NH,119,area_code_408,0,0,0,215.1,105,36.57,249.4,104,21.2,249.9,83,11.25,10.8,8,2.92,2,71.94,725.1999999999999,302,0.099200220628792,Nenhum,0,0.021293225253433308,1
KY,155,area_code_510,1,1,38,234.6,84,39.88,214.9,119,18.27,196.7,69,8.85,8.0,2,2.16,1,69.16,654.2,275,0.1057169061449098,Ambos,1,0.9683128238880225,3
KS,51,area_code_415,0,1,43,158.2,94,26.89,213.2,105,18.12,190.4,91,8.57,8.5,2,2.3,2,55.88,570.3,294,0.0979835174469577,Apenas Correio de Voz,0,0.021284747092297163,2
SC,142,area_code_510,0,0,0,204.2,98,34.71,188.9,85,16.06,231.2,136,10.4,6.5,6,1.76,1,62.92999999999999,630.8,326,0.0997622067216233,Nenhum,0,0.027556838805800947,1
ID,108,area_code_415,0,0,0,221.8,105,37.71,108.2,107,9.2,207.1,87,9.32,12.1,3,3.27,2,59.5,549.2,304,0.108339402767662,Nenhum,0,0.021290123138472627,1
OH,154,area_code_415,0,1,14,183.0,113,31.11,187.0,144,15.9,181.1,112,8.15,10.2,3,2.75,1,57.91,561.3000000000001,373,0.1031712096917869,Apenas Correio de Voz,0,0.022243169429865668,1
AL,171,area_code_510,0,0,0,221.5,103,37.66,109.5,58,9.31,134.6,115,6.06,11.6,4,3.13,1,56.16,477.2000000000001,281,0.1176865046102263,Nenhum,0,0.021285657337189307,1
KS,33,area_code_415,0,0,0,228.1,77,38.78,176.3,102,14.99,224.5,119,10.1,7.5,1,2.03,0,65.9,636.4,299,0.1035512256442489,Nenhum,0,0.022010330485048,1
CT,68,area_code_510,1,0,0,197.7,99,33.61,188.8,106,16.05,254.6,80,11.46,19.2,4,5.18,3,66.3,660.3000000000001,292,0.1004089050431621,Apenas Internacional,1,0.9694163874882105,3
WY,65,area_code_415,0,1,21,135.1,120,22.97,238.4,90,20.26,286.4,93,12.89,11.0,9,2.97,4,59.09,670.9,316,0.0880757191831867,Apenas Correio de Voz,0,0.021291023379831568,2
NV,95,area_code_415,0,1,35,238.3,86,40.51,258.1,132,21.94,194.9,72,8.77,13.1,4,3.54,5,74.76,704.4000000000001,299,0.1061328790459965,Apenas Correio de Voz,0,0.021389252900539495,2
ID,47,area_code_415,0,1,28,196.2,88,33.35,194.8,106,16.56,243.0,103,10.93,10.5,10,2.84,0,63.67999999999999,644.5,307,0.0988052754072924,Apenas Correio de Voz,0,0.02134118609190256,2
IN,49,area_code_415,0,1,20,205.9,109,35.0,298.4,105,25.36,142.1,91,6.39,12.3,3,3.32,4,70.07,658.6999999999999,312,0.1063761955366631,Apenas Correio de Voz,0,0.021309802297314846,2
AK,104,area_code_415,0,0,0,174.1,97,29.6,174.6,104,14.84,182.7,158,8.22,9.3,4,2.51,3,55.17,540.6999999999999,366,0.1020343998520436,Nenhum,0,0.021313290940565673,1
AR,173,area_code_408,0,0,0,154.6,81,26.28,147.3,100,12.52,132.9,99,5.98,6.9,5,1.86,0,46.64,441.69999999999993,285,0.105592030790129,Nenhum,0,0.02131152400929754,0
WI,98,area_code_415,1,1,20,186.2,112,31.65,145.3,65,12.35,142.8,104,6.43,10.9,4,2.94,3,53.37,485.2,288,0.1099958779884583,Ambos,0,0.021352141674397248,2
IN,81,area_code_415,0,0,0,176.1,113,29.94,162.0,80,13.77,160.9,83,7.24,11.9,4,3.21,1,54.16,510.9,281,0.1060090037189274,Nenhum,0,0.02129875605762076,0
KY,70,area_code_408,0,0,0,156.6,82,26.62,193.1,112,16.41,179.8,108,8.09,12.6,1,3.4,1,54.52,542.1,304,0.1005718502121379,Nenhum,0,0.021316976238673166,0
AZ,63,area_code_415,0,1,19,163.0,75,27.71,238.4,103,20.26,171.8,100,7.73,11.3,3,3.05,3,58.75,584.5,284,0.1005132591958939,Apenas Correio de Voz,0,0.021473336011299454,2
IN,32,area_code_415,0,0,0,103.6,78,17.61,238.5,115,20.27,186.9,70,8.41,11.0,4,2.97,2,49.25999999999999,540.0,269,0.0912222222222222,Nenhum,0,0.021286138149424733,0
NC,111,area_code_415,0,0,0,162.1,98,27.56,217.6,87,18.5,264.1,107,11.88,7.7,1,2.08,0,60.02,651.5,293,0.0921258633921719,Nenhum,0,0.021284760651007928,1
MD,96,area_code_415,0,0,0,149.2,125,25.36,210.6,119,17.9,290.5,102,13.07,9.4,3,2.54,4,58.87,659.6999999999999,353,0.0892375322116113,Nenhum,0,0.021298296030466967,1
NM,79,area_code_415,0,0,0,187.3,108,31.84,177.1,72,15.05,269.2,135,12.11,9.5,3,2.57,3,61.57,643.0999999999999,321,0.0957393873425594,Nenhum,0,0.02128150322203996,1
OH,123,area_code_510,0,0,0,222.4,90,37.81,286.3,104,24.34,300.8,95,13.54,9.9,3,2.67,2,78.36,819.4,294,0.0956309494752257,Nenhum,1,0.9693906675746164,3
IN,88,area_code_415,0,0,0,82.7,94,14.06,157.5,130,13.39,205.9,81,9.27,10.6,4,2.86,0,39.58,456.7000000000001,309,0.0866652069192029,Nenhum,1,0.828438423416482,3
VA,182,area_code_408,0,1,24,215.2,73,36.58,133.1,85,11.31,205.1,79,9.23,10.9,7,2.94,0,60.06,564.3,244,0.1064327485380117,Apenas Correio de Voz,0,0.021317662940450947,2
GA,84,area_code_408,1,1,18,136.8,114,23.26,200.3,110,17.03,199.0,86,8.96,8.0,4,2.16,3,51.41000000000001,544.1,317,0.0944863076640323,Ambos,0,0.021534852743944545,0
AL,109,area_code_415,0,0,0,168.0,103,28.56,190.8,100,16.22,196.9,65,8.86,7.1,4,1.92,0,55.56,562.8000000000001,272,0.0987206823027718,Nenhum,0,0.02129106613906356,0
IA,79,area_code_415,0,1,12,62.4,119,10.61,237.6,96,20.2,193.4,116,8.7,7.8,2,2.11,0,41.62,501.2,333,0.0830407023144453,Apenas Correio de Voz,0,0.02128293278694309,0
VA,68,area_code_415,0,1,41,226.0,113,38.42,149.8,115,12.73,184.9,88,8.32,11.5,2,3.11,2,62.580000000000005,572.2,320,0.1093673540720027,Apenas Correio de Voz,0,0.021309189722610214,2
SD,129,area_code_408,0,0,0,52.2,93,8.87,128.8,117,10.95,141.7,63,6.38,9.4,12,2.54,1,28.74,332.1,286,0.0865401987353206,Nenhum,0,0.021298386740901516,0
NV,70,area_code_415,0,0,0,205.7,80,34.97,221.4,103,18.82,206.2,117,9.28,14.2,5,3.83,2,66.9,647.5,307,0.1033204633204633,Nenhum,0,0.021788066858672482,1
WY,44,area_code_415,0,1,20,184.8,105,31.42,195.0,169,16.58,130.1,121,5.85,11.6,3,3.13,1,56.98,521.5,399,0.1092617449664429,Apenas Correio de Voz,0,0.021362487991345706,2
MA,113,area_code_510,0,0,0,193.1,93,32.83,206.4,85,17.54,215.9,102,9.72,11.1,2,3.0,1,63.09,626.5,283,0.1007023144453312,Nenhum,0,0.027140711441982872,1
NJ,38,area_code_415,0,0,0,228.3,129,38.81,141.9,83,12.06,268.6,116,12.09,9.7,3,2.62,2,65.58000000000001,648.5000000000001,333,0.1011256746337702,Nenhum,0,0.021293880736544486,1
UT,86,area_code_510,1,1,41,225.5,95,38.34,229.3,101,19.49,134.0,82,6.03,11.6,10,3.13,2,66.99,600.4,290,0.1115756162558294,Ambos,0,0.021294075003370428,2
NM,170,area_code_408,0,0,0,215.4,94,36.62,138.2,97,11.75,237.1,117,10.67,12.5,5,3.38,1,62.42,603.2,314,0.1034814323607427,Nenhum,0,0.02129486074801581,1
NH,59,area_code_415,0,0,0,163.5,107,27.8,187.1,91,15.9,179.1,100,8.06,10.3,1,2.78,2,54.540000000000006,540.0,301,0.101,Nenhum,0,0.02167518753260838,0
NJ,112,area_code_510,0,1,22,244.7,104,41.6,203.1,88,17.26,222.0,84,9.99,7.4,6,2.0,0,70.85,677.1999999999999,282,0.1046219728292971,Apenas Correio de Voz,0,0.021384183299811295,2
MA,152,area_code_408,0,0,0,216.7,70,36.84,152.7,102,12.98,181.2,99,8.15,11.6,6,3.13,1,61.10000000000001,562.1999999999999,278,0.1086801849875489,Nenhum,0,0.021281872047764484,1
GA,108,area_code_415,0,1,15,196.8,79,33.46,173.5,99,14.75,274.7,108,12.36,14.6,5,3.94,1,64.51,659.6,292,0.0978016979987871,Apenas Correio de Voz,0,0.021282260095267437,1
